26.9,57.7,26.9,41.5,49.7,1080.593
26.5,89.5,21.3,42,41.9,698.496
34.9,46.6,28.3,36,59.7,723.534
25.4,44.4,30,36.6,99.6,454.643
22.6,69.1,49.4,23.6,36,800.681
27.3,49.2,13.8,57.4,31.9,723.534
25.2,80.6,23.2,39.9,38.9,698.496
24.9,63.8,14,55.1,25.5,768.153
31.3,34.6,29.2,44.3,70,748.037
29.3,47.3,20.9,52.1,33.6,723.534
19.7,73.7,12.4,58,67.9,870.766
23.6,35.9,36.7,44.2,31.1,748.037
25.6,71.7,32.4,32.7,100,454.643
37.2,27.2,26.2,41.4,32,891.631
21.4,88.7,23,43.5,40.4,771.256
16.5,89,21.5,51.1,25.8,777.034
36.9,25.1,40.4,30.3,24.2,748.037
34.7,24.6,16.4,55.2,70,748.037
19.8,63.8,15.5,56.6,35.5,698.496
28.8,39.7,21.4,47.5,32.5,585.29
44.5,18.8,34.3,21.6,38.7,891.631
20,58.9,11.2,59.7,25.3,836.098
25.1,18.9,18.2,48.9,99.1,376.747
47.9,53.3,27.5,11,80,380.064
37,23.5,28.9,35.1,43.2,376.747
24.3,52.9,8.7,62.3,24.9,800.895
21,76.7,26.7,35.5,62.5,771.256
52.3,19.1,33.1,15.2,43.2,457.96
33.3,20.7,14.3,50.5,42.1,419.868
28,71,15.5,39.2,45.1,723.534
42.8,18,22.6,36.7,40.8,891.631
24.4,63.5,14.4,53,32.8,1080.593
21.8,70.7,10.9,55.3,56.2,780.779
13.1,42.6,12.6,66.7,33.2,606.262
24.2,33.3,31.4,38.6,48.9,695.607
10.7,56.9,17.3,62.4,75.4,1089.902
33.2,23.5,20.1,43,27.6,748.037
38.7,18.3,28.4,35.2,70,748.037
27.8,43.3,18.5,49.1,35.1,723.534
18.2,76.3,27.1,35.8,64.8,771.256
14.1,22.6,15.4,70.3,25.3,748.037
21.9,49.7,20,51.5,51,740.975
19.9,57.7,27.7,41.2,41.7,695.607
19,75.3,20,27.1,36.4,870.766
26.2,49,22.2,37.5,61.9,779.174
15.2,31.6,7.8,61.4,34.5,283.122
27.9,47,32.2,15.7,28.5,794.796
18.7,30.8,20.3,46.2,29.5,748.037
24.5,36.2,19.7,45.7,34.7,376.747
16.4,46.7,19.4,52.6,31.3,771.256
32.3,51.4,24.6,31,24.5,482.784
29.3,23.8,17.7,42.6,25.1,748.037
43.8,14.3,15.7,38.8,24.2,258.619
25.1,39.5,16,43.1,25.8,418.691
18,62.6,18.1,39.8,28.1,698.496
32.3,18.3,21.9,26.1,40,891.631
15.9,26.9,13.9,58.3,24.6,748.037
20.2,26.5,18.1,44.9,38.6,748.037
19.6,48.6,18.9,42.8,31.8,765.585
24.3,15.6,37,19.4,42.9,640.288
12.9,49,13.7,58.1,25.8,698.496
24.1,33.6,17.6,33.9,69.8,740.975
29.6,32.4,27.2,29.2,32.8,740.975
39.4,20.5,29.7,19.1,85.2,419.868
28.5,12.7,29.7,19.3,93.1,383.06
31.4,26.6,32.1,23.9,99.4,823.151
20.6,77,19.2,29.4,36.8,806.245
17,48.4,15.9,40.9,34.7,539.173
17.3,76.3,24.3,30.5,26.6,777.034
23.2,33.5,16.1,51.1,30.2,779.174
15.8,37.1,14.1,59.3,34.3,740.975
12.2,76.5,7.7,55.5,27.1,698.496
36.5,27.7,23.6,23.6,31.2,748.037
14.5,66.2,16.7,40.2,28.1,698.496
23.5,68.7,16.4,38.9,64.8,780.779
29.5,40.2,31.7,27.7,40.7,695.607
17.6,18.6,14.5,52.8,29.9,748.037
14.5,26.8,15.7,50.8,27.9,740.975
33.8,20.7,16.1,31.6,32.3,748.037
18.3,26.2,18.5,50.8,35.3,740.975
17.7,42,13,43.9,33.7,539.173
22.1,15,30.1,36.6,94.4,748.037
18.2,69.5,22.2,42,26.6,698.496
32.6,81.5,25.2,12.4,46.9,698.496
22.5,38.3,22.1,44.4,55.1,779.174
18.5,70.5,15,34.9,42.1,771.256
15.8,36.4,10.2,64.3,32.1,585.29
13.3,87,13.9,47.8,24.5,777.034
21.6,35.8,15.7,44.3,70,418.691
26.3,82.5,14.1,24.3,35.2,768.153
23.4,49.4,21.1,36.7,66.2,780.779
28.8,31,24.5,33.5,34.3,748.037
38.8,13.9,27.2,23,84.4,419.868
16.2,84.5,19.9,11.7,26.8,698.496
33.7,22.5,18.7,10.3,47.3,748.037
20.8,28.5,17,25.5,30.8,748.037
17.1,91.4,12.3,28.7,31.3,771.256
17.7,56.3,16.8,26.2,27.9,771.256
18.2,59.9,19.1,20.3,36.2,771.256
19.6,27.9,20.2,34.4,39.1,748.037
15.7,79,16.2,20.3,30.7,771.256
29,21,12.5,21,97.2,419.868
21.5,82.6,16.2,18.8,41.1,698.496
27.7,18.8,16.3,20.1,39.4,891.631
20.9,23.6,13.8,33.9,36,748.037
28.3,18.1,15.5,24.3,33.5,891.631
37.1,31.4,17.9,6.6,79.9,823.151
19,71.3,19.5,13.6,28.9,771.256
28.2,51.4,15.9,21.7,38.9,723.534
12.3,52.6,9.3,48.4,26.9,698.496
27.9,66.7,25.7,9.2,39.4,698.496
29.9,45,14.7,20.9,29,508.678
17.4,77.8,17.2,24.5,70,777.034
21.2,32.3,13.8,24.8,41.9,748.037
24.7,22.2,21.4,27.1,78.6,640.288
12.5,14.3,19.7,31,68,640.288
17.9,72.6,12.2,31.3,32.7,806.245
22.9,74.8,18.6,22.1,27.1,806.245
17.1,41.3,14.5,26.4,37.5,748.037
18,48.3,10.9,28.3,38.3,539.173
17.1,27.3,12.5,46.9,70,748.037
23,42,12.5,23.3,44.6,585.29
19.3,32.4,12.1,29.1,67.6,740.975
19.6,23.6,9.8,45.3,36.6,585.29
17.1,45.5,16.3,30.1,29.7,510.711
37.6,38.1,19.7,3.1,26,380.064
17.6,63.3,18.1,25.6,28.8,698.496
15.5,64.6,11.3,35.6,40.3,771.256
26.5,18,15.8,21.7,41.5,891.631
23.1,30.5,17.4,35.1,30.6,740.975
20.6,55.8,11.6,27.4,29.4,539.173
29.4,27.4,16.2,24,25.5,748.037
15.6,82.5,18.5,19.1,26.5,698.496
13.4,59.9,11.8,39.4,24.2,800.895
26.5,24.4,19.1,27.2,73.1,740.975
20.6,81.8,18,19.4,87.7,771.256
24.4,63,17.7,19.3,33.1,698.496
17.8,42,17.8,34.4,26.3,545.807
20.4,41.4,21.5,28.9,32.3,779.174
18.4,21.8,20.9,36.7,29.8,748.037
14.5,28.8,9.3,38.4,42.9,585.29
25.4,27.1,17.3,29.7,27.3,891.631
31.3,21.7,12.9,25.3,66.7,419.868
10.8,12.8,9.6,58.3,29.2,640.288
96.3,59.8,99.4,99.7,95.6,748.037
95,56.6,98.8,99.3,62.4,748.037
89.7,88.7,98.1,95.6,79.8,698.496
94.9,63.7,98.6,99.2,39.9,748.037
92.9,81.6,89.2,99.9,92.9,748.037
89.5,54.5,99.4,99.8,79.5,748.037
91.2,83.6,95.6,96.2,59.1,698.496
88,91.4,90.9,93,87.5,698.496
85.1,49.7,99.3,99.3,65.4,748.037
89.6,55.3,92.9,98.7,70,748.037
93.2,54.7,92.5,94.8,38.2,748.037
82.5,95.7,92.7,86.6,70,1296.412
87.3,42.3,93.8,95.9,70,748.037
89.7,66.1,82,96.1,70,748.037
